gisjoin,year,state,statea,county,countya,tracta,name,c_tot_housing_unt,c_occup_unt,c_vacant_unt,c_population,c_male_pop,c_female_pop,c_black_pop,c_ai_pop,c_asian_pop,c_pacific_islander_pop,c_multiracial_pop,c_hispanic_pop,c_white_pop,c_perc_male,c_perc_female,c_perc_black,c_perc_asian,c_perc_pacific_islander,c_perc_ai,c_perc_multiracial,c_perc_hispanic,c_perc_white,c_median_age_tot,c_mean_household_size_tot,c_total_households,c_hh_type_family,c_hh_type_family_husband_wife,c_hh_type_family_other_family,c_hh_type_family_single_male,c_hh_type_family_single_female,c_hh_type_nonfamily,c_living_alone,c_roommates,c_hh_with_children,c_hh_family_with_children,c_generations_3plus,c_generations_under3,c_mean_family_size_tot,c_total_occupied_housing_units,c_owner_occupied_units,c_renter_occupied_units,c_perc_fam_hh,c_perc_nonfam_hh,c_perc_married_hh,c_perc_single_householder_fam_hh,c_perc_living_alone,c_perc_roommates,c_perc_child_hh,c_perc_child_fam_hh,c_perc_owner_occ,c_perc_renter_occ,s_tot_mtw,s_mtw_perc_carpooled,s_mtw_perc_drove_alone,s_mtw_perc_public_transport,s_mtw_perc_bike,s_mtw_perc_walk,s_tot_ttw,s_weighted_avg_ttw,s_tot_edu,s_edu_perc_nohs,s_edu_perc_hs,s_edu_perc_some_college,s_edu_perc_college,s_edu_perc_gradschool,s_median_household_income,s_tot_public_assistance_households,s_perc_public_assistance_income,s_median_family_income,s_percapita_income,s_tot_occ,s_occ_perc_aggriculture,s_occ_perc_construction_manufacturing,s_occ_perc_trade,s_occ_perc_transport_warehousing_utils,s_occ_perc_info,s_occ_perc_finance,s_occ_perc_professional,s_occ_perc_edu_health,s_occ_perc_arts_rec_accomodations_food,s_occ_perc_public_admin,s_tot_employment_status,s_tot_foreign_lang,s_employment_status_perc_unemployed,s_foreign_lang_perc_spoken,s_med_num_rooms,s_med_yr_bult,s_med_rent,s_med_hous_val,s_tot_occupied_units,s_tot_owner_occupied,s_tot_renter_occupied,s_perc_util_gas,s_perc_gas,s_perc_elect,s_perc_oil_ker,s_perc_coal_coke,s_perc_wood,s_perc_solar,s_perc_other,s_perc_no_fuel,s_perc_comp_plump,s_perc_incom_plump,s_perc_owner_no_vehi,s_perc_owner_vehi,s_perc_renter_no_vehi,s_perc_renter_vehi
G3600050002702,2010,New York,36,Bronx County,005,002702,Census Tract 27.02,1382,1290,92,4475,2092,2383,1355,66,31,2,311,3385,41,46.74860335195531,53.25139664804469,30.27932960893855,0.6927374301675978,0.0446927374301676,1.4748603351955307,6.949720670391062,75.64245810055866,0.9162011173184357,26,3.28,1290,969,282,687,99,588,321,273,48,678,677,151,1139,3.78,1290,75,1215,75.11627906976744,24.88372093023256,21.86046511627907,53.25581395348837,21.16279069767442,3.7209302325581395,52.55813953488372,52.48062015503876,5.813953488372093,94.18604651162791,1362,1.762114537444934,6.7547723935389135,73.12775330396477,0.8076358296622614,17.1071953010279,1356,46.21312684365782,2324,46.901893287435456,27.10843373493976,7.487091222030981,17.42685025817556,1.0757314974182444,19300,1384,14.30635838150289,21140,8205,1392,0,12.068965517241379,27.227011494252874,2.9454022988505746,2.442528735632184,3.5919540229885056,7.040229885057471,21.120689655172413,19.612068965517242,0,2324,2324,47.37521514629948,76.7211703958692,4.1,1965,592,350000,1384,27,1357,28.6849710982659,0,9.46531791907514,59.1763005780347,0,0,0,0,2.67341040462428,97.9672131147541,2.0327868852459,81.4814814814815,18.5185185185185,79.2188651436993,20.7811348563007
G3600050002800,2010,New York,36,Bronx County,005,002800,Census Tract 28,2406,2342,64,5586,2378,3208,4468,44,13,1,194,1239,45,42.570712495524525,57.42928750447548,79.98567848191908,0.2327246688148944,0.017901897601145723,0.7876834944504119,3.47296813462227,22.18045112781955,0.8055853920515575,40.8,2.38,2342,1458,590,868,137,731,884,801,83,762,755,165,2177,3.04,2342,254,2088,62.25448334756618,37.74551665243382,25.19214346712212,37.062339880444064,34.20153714773698,3.5439795046968405,32.53629376601195,32.23740392826644,10.845431255337319,89.15456874466268,2685,5.772811918063315,25.139664804469277,66.03351955307262,0,1.899441340782123,2671,52.873830026207415,4096,20.2392578125,33.544921875,16.89453125,23.5107421875,5.810546875,44036,2335,1.2419700214132763,55922,24062,2760,0,1.4855072463768115,10.326086956521738,4.8188405797101455,3.2971014492753623,5.942028985507246,6.086956521739131,46.70289855072463,6.231884057971015,11.304347826086957,4096,4096,35.693359375,43.017578125,4,1964,849,262000,2335,164,2171,26.3811563169165,0.599571734475375,6.76659528907923,62.6124197002141,0,0,0,1.7558886509636,1.88436830835118,100,0,8.53658536585366,91.4634146341463,44.2653155228005,55.7346844771995
G3600050003100,2010,New York,36,Bronx County,005,003100,Census Tract 31,551,513,38,1597,789,808,636,22,8,1,88,1018,8,49.40513462742642,50.59486537257357,39.8246712586099,0.5009392611145899,0.06261740763932373,1.3775829680651221,5.510331872260489,63.744520976831566,0.5009392611145899,30.3,3.11,513,384,171,213,43,170,129,98,31,249,248,41,472,3.52,513,82,431,74.85380116959064,25.146198830409354,33.33333333333333,41.52046783625731,19.103313840155945,6.042884990253411,48.53801169590643,48.343079922027286,15.984405458089668,84.01559454191033,551,2.540834845735027,20.87114337568058,61.88747731397459,0,0,470,53.92978723404255,750,30.4,21.6,10.8,32,5.2,33603,449,9.57683741648107,38398,13692,541,0,0,12.199630314232902,6.839186691312385,7.393715341959335,4.066543438077634,1.478743068391867,52.865064695009245,11.275415896487985,3.8817005545286505,750,750,24.4,75.6,3.9,1958,892,115600,449,50,399,17.3719376391982,0,4.67706013363029,75.9465478841871,0,0,0,0,2.00445434298441,100,0,16,84,60.1503759398496,39.8496240601504
G3600050003300,2010,New York,36,Bronx County,005,003300,Census Tract 33,1186,1092,94,3413,1499,1914,1145,75,13,0,204,2465,34,43.920304717257544,56.079695282742456,33.5481980662174,0.3808965719308526,0,2.1974802226779957,5.977146205684149,72.22384998535013,0.9961910342806914,27.5,3.13,1092,819,259,560,59,501,273,229,44,571,570,122,970,3.62,1092,115,977,75,25,23.717948717948715,51.28205128205128,20.97069597069597,4.029304029304029,52.28937728937729,52.197802197802204,10.531135531135531,89.46886446886447,846,0,15.484633569739954,67.61229314420804,0,4.846335697399527,744,47.76209677419355,1835,42.561307901907355,25.50408719346049,18.201634877384194,9.97275204359673,3.760217983651226,16021,1211,19.48802642444261,17034,9006,893,0,5.375139977603583,8.958566629339305,5.375139977603583,3.4714445688689812,2.6875699888017914,7.950727883538635,35.38633818589026,25.979843225083986,1.007838745800672,1835,1835,49.1008174386921,69.80926430517711,3.9,1976,453,335700,1211,117,1094,56.4822460776218,1.81668042939719,12.2213047068538,27.4979355904211,0,0,0,0.660611065235343,1.32122213047069,100,0,20.5128205128205,79.4871794871795,84.0950639853748,15.9049360146252
G3600050003500,2010,New York,36,Bronx County,005,003500,Census Tract 35,1352,1274,78,3761,1779,1982,1205,59,16,2,240,2787,41,47.301249667641585,52.698750332358415,32.03935123637331,0.42541877160329705,0.05317734645041213,1.5687317202871576,6.381281574049455,74.1026322786493,1.0901356022334485,29.8,2.93,1274,894,288,606,93,513,380,324,56,570,566,107,1167,3.5,1274,47,1227,70.17268445839875,29.82731554160126,22.605965463108323,47.56671899529042,25.43171114599686,4.395604395604396,44.740973312401884,44.42700156985872,3.6891679748822606,96.31083202511775,1164,3.608247422680412,24.398625429553263,55.2405498281787,0,14.261168384879724,1135,38.585022026431716,1955,38.41432225063939,28.593350383631716,19.437340153452684,9.462915601023019,4.092071611253197,20403,1226,15.334420880913541,27682,10335,1164,0,18.986254295532646,18.986254295532646,6.443298969072164,0.7731958762886598,9.36426116838488,4.553264604810996,19.158075601374573,7.302405498281788,2.491408934707904,1955,1955,41.94373401534527,78.00511508951406,3.9,1954,658,NA,1226,8,1218,21.0440456769984,0.815660685154975,8.89070146818923,66.4763458401305,0,0,0,0.734094616639478,2.03915171288744,98.4615384615385,1.53846153846154,0,100,77.0114942528736,22.9885057471264
G3600050003700,2010,New York,36,Bronx County,005,003700,Census Tract 37,136,111,25,245,127,118,92,4,0,0,4,159,8,51.83673469387755,48.16326530612245,37.55102040816327,0,0,1.6326530612244898,1.6326530612244898,64.89795918367346,3.2653061224489797,35.1,2.2,111,48,15,33,4,29,63,62,1,33,33,6,105,3.65,111,1,110,43.24324324324324,56.75675675675676,13.513513513513514,29.72972972972973,55.85585585585585,0.9009009009009009,29.72972972972973,29.72972972972973,0.9009009009009009,99.09909909909909,40,0,0,100,0,0,40,58.9,109,37.61467889908257,62.38532110091744,0,0,0,23304,62,0,23884,8359,40,0,70,0,0,0,30,0,0,0,0,109,109,63.30275229357798,88.07339449541286,4.7,1992,1188,NA,62,0,62,35.4838709677419,0,19.3548387096774,45.1612903225806,0,0,0,0,0,100,0,NA,NA,85.4838709677419,14.5161290322581
G3600050003800,2010,New York,36,Bronx County,005,003800,Census Tract 38,432,414,18,1264,587,677,522,6,13,0,80,761,25,46.439873417721515,53.56012658227848,41.29746835443038,1.0284810126582278,0,0.4746835443037975,6.329113924050633,60.20569620253164,1.9778481012658229,31,3.05,414,295,111,184,35,149,119,95,24,173,173,43,371,3.63,414,127,287,71.25603864734299,28.743961352657006,26.811594202898554,44.44444444444444,22.946859903381643,5.797101449275362,41.78743961352657,41.78743961352657,30.676328502415455,69.32367149758454,507,21.499013806706113,41.222879684418146,34.12228796844182,0,0.7889546351084813,495,40.153535353535354,874,19.107551487414188,27.11670480549199,23.340961098398168,23.569794050343248,6.864988558352403,55625,426,4.460093896713615,56094,16123,520,0,6.923076923076923,9.423076923076923,5.5769230769230775,4.230769230769231,13.26923076923077,12.692307692307692,30.961538461538463,5.5769230769230775,11.346153846153847,874,874,40.160183066361554,57.09382151029748,5,1959,1179,472100,426,172,254,55.3990610328638,0,7.04225352112676,37.5586854460094,0,0,0,0,0,100,0,12.2093023255814,87.7906976744186,44.8818897637795,55.1181102362205
G3600050003900,2010,New York,36,Bronx County,005,003900,Census Tract 39,2157,1986,171,6475,3345,3130,1285,165,58,16,408,5269,162,51.66023166023166,48.33976833976834,19.845559845559848,0.8957528957528959,0.2471042471042471,2.5482625482625485,6.301158301158301,81.37451737451738,2.501930501930502,29.8,3.14,1986,1282,540,742,196,546,704,575,129,862,852,160,1826,3.79,1986,159,1827,64.55186304128902,35.44813695871098,27.19033232628399,37.36153071500504,28.95266868076536,6.495468277945619,43.40382678751259,42.90030211480362,8.006042296072508,91.99395770392749,2764,2.6049204052098407,20.079594790159188,59.40665701881331,2.9667149059334297,14.652677279305355,2756,40.80152394775036,4213,44.55257536197484,24.424400664609543,9.73178257773558,18.134346071682884,3.156895323997152,31566,2028,8.136094674556213,31556,16430,2780,0,15.035971223021583,14.424460431654676,7.23021582733813,1.330935251798561,2.6258992805755397,4.9640287769784175,27.194244604316548,16.115107913669064,4.640287769784172,4213,4213,36.05506764775694,79.20721576074057,4,1964,920,467300,2028,230,1798,45.6607495069034,2.85996055226824,9.9112426035503,40.6804733727811,0,0,0,0,0.887573964497041,96.2214411247803,3.77855887521968,12.1739130434783,87.8260869565217,75.1946607341491,24.8053392658509
G3600050004001,2010,New York,36,Bronx County,005,004001,Census Tract 40.01,576,536,40,1420,662,758,268,23,301,0,64,726,107,46.61971830985915,53.38028169014084,18.87323943661972,21.197183098591548,0,1.6197183098591548,4.507042253521127,51.12676056338028,7.535211267605633,39.7,2.65,536,359,205,154,34,120,177,160,17,190,190,43,493,3.28,536,236,300,66.97761194029852,33.02238805970149,38.24626865671642,28.73134328358209,29.850746268656714,3.171641791044776,35.44776119402985,35.44776119402985,44.02985074626866,55.970149253731336,546,14.652014652014653,20.51282051282051,53.663003663003664,0,0,485,52.863917525773196,992,32.66129032258064,22.782258064516128,19.35483870967742,11.794354838709678,13.407258064516128,44432,557,2.6929982046678633,45865,21271,570,0,11.75438596491228,24.385964912280702,7.368421052631578,0,7.368421052631578,10.701754385964913,25.438596491228072,0.17543859649122806,4.2105263157894735,992,992,37.70161290322581,47.07661290322581,4.8,1951,963,361400,557,337,220,59.4254937163375,0,0,40.5745062836625,0,0,0,0,0,100,0,23.1454005934718,76.8545994065282,40.9090909090909,59.0909090909091
G3600050004100,2010,New York,36,Bronx County,005,004100,Census Tract 41,2083,1970,113,6127,2876,3251,2082,218,22,8,340,4449,105,46.93977476742288,53.06022523257712,33.98074098253632,0.3590664272890485,0.13056960992329036,3.558021870409662,5.5492084217398405,72.61302431858985,1.7137261302431859,29.4,3.1,1970,1413,423,990,141,849,557,495,62,912,910,213,1757,3.69,1970,107,1863,71.7258883248731,28.274111675126907,21.472081218274113,50.25380710659898,25.12690355329949,3.1472081218274113,46.29441624365482,46.192893401015226,5.431472081218274,94.56852791878173,1999,1.5507753876938468,14.357178589294648,61.63081540770386,0,17.258629314657327,1895,41.340369393139845,3155,41.64817749603804,20.475435816164815,20.316957210776547,15.02377179080824,2.535657686212361,18272,1904,17.962184873949578,20649,11757,2097,0,9.251311397234144,11.158798283261802,12.112541726275632,2.575107296137339,7.105388650453028,10.920362422508346,28.183118741058657,11.874105865522175,3.004291845493562,3155,3155,41.521394611727416,73.28050713153725,4.1,1966,504,237000,1904,69,1835,44.1176470588235,0,4.51680672268908,48.686974789916,0,0,0,0.630252100840336,2.04831932773109,95.8539882830104,4.14601171698964,36.231884057971,63.768115942029,84.3051771117166,15.694822888283401
G3600050004200,2010,New York,36,Bronx County,005,004200,Census Tract 42,2762,2719,43,7143,3016,4127,3682,79,34,12,374,3948,80,42.22315553688926,57.776844463110734,51.546969060618785,0.47599048019039625,0.16799664006719867,1.1059778804423912,5.235895282094359,55.270894582108355,1.119977600447991,35.1,2.63,2719,1893,638,1255,165,1090,826,742,84,1067,1060,252,2467,3.18,2719,318,2401,69.62118425891872,30.378815741081276,23.464509010665687,46.15667524825303,27.28944464876793,3.0893710923133506,39.24236851783744,38.98492092681133,11.6954762780434,88.30452372195661,2408,3.0730897009966776,20.514950166112957,64.6594684385382,0,6.353820598006645,2278,61.21553994732221,4330,27.875288683602772,29.65357967667436,19.51501154734411,18.983833718244803,3.9722863741339496,35816,2750,5.3090909090909095,42180,16985,2474,0.4850444624090542,6.548100242522231,7.841552142279709,7.033144704931285,5.497170573969281,6.992724333063864,13.945028294260306,39.894907033144705,2.4252223120452707,8.811641067097817,4330,4330,47.505773672055426,45.21939953810624,4,1961,640,211000,2750,264,2486,35.9272727272727,0.363636363636364,5.2,52.9818181818182,0,0.4,0,3.01818181818182,2.10909090909091,99.5787995787996,0.421200421200421,22.3484848484848,77.6515151515152,68.4231697506034,31.5768302493966
G3600050004300,2010,New York,36,Bronx County,005,004300,Census Tract 43,1843,1605,238,5056,2387,2669,1458,80,39,1,279,3834,85,47.21123417721519,52.78876582278481,28.837025316455694,0.7713607594936709,0.01977848101265823,1.5822784810126582,5.518196202531646,75.83069620253164,1.6811708860759493,30.3,3.1,1605,1181,433,748,118,630,424,369,55,743,738,174,1431,3.58,1605,197,1408,73.58255451713396,26.417445482866043,26.978193146417446,46.60436137071651,22.990654205607477,3.4267912772585665,46.292834890965736,45.981308411214954,12.274143302180686,87.72585669781931,1596,1.5664160401002505,14.160401002506266,72.80701754385966,0,8.521303258145362,1549,46.98902517753389,2786,40.95477386934673,27.494615936826992,15.6137832017229,11.98851399856425,3.9483129935391243,24594,1517,18.391562294001318,23156,12270,1624,1.1083743842364533,16.625615763546797,12.561576354679804,9.17487684729064,0.7389162561576355,7.635467980295567,1.66256157635468,32.142857142857146,8.559113300492612,5.665024630541872,2786,2786,43.39554917444365,76.23833452979181,4.2,1973,653,423700,1517,152,1365,40.210942649967,0,3.295978905735,53.9881344759394,0,0,0,0,2.5049439683586,97.6782752902156,2.32172470978441,52.6315789473684,47.3684210526316,74.8717948717949,25.1282051282051
G3600050004400,2010,New York,36,Bronx County,005,004400,Census Tract 44,1682,1662,20,4797,2010,2787,2111,59,71,3,277,2913,101,41.901188242651656,58.098811757348344,44.006670835939126,1.4800917239941631,0.06253908692933083,1.2299353762768397,5.774442359808214,60.72545340838024,2.1054825932874714,33,2.77,1662,1203,279,924,87,837,459,414,45,726,725,165,1497,3.3,1662,70,1592,72.3826714801444,27.617328519855594,16.787003610108304,55.5956678700361,24.90974729241877,2.707581227436823,43.682310469314075,43.62214199759326,4.21179302045728,95.78820697954272,1424,5.828651685393258,16.713483146067414,64.81741573033707,0,3.089887640449438,1288,54.817546583850934,2738,35.2081811541271,23.411249086924762,22.20598977355734,18.042366691015342,1.1322132943754566,16086,1643,14.972611077297627,22331,13812,1497,0,3.0728122912491647,11.823647294589177,11.623246492985972,0.4008016032064128,6.012024048096192,13.961255845023379,43.8877755511022,4.542418169672679,2.8724114896459585,2738,2738,48.612125639152666,59.057706355003646,4.1,1954,350,641800,1643,115,1528,30.0669506999391,0.608642726719416,2.06938527084601,58.8557516737675,1.76506390748631,0,0,4.07790626902008,2.55629945222155,97.4477958236659,2.55220417633411,17.3913043478261,82.6086956521739,74.803664921466,25.196335078534
G3600050004600,2010,New York,36,Bronx County,005,004600,Census Tract 46,648,621,27,1555,706,849,718,16,2,1,108,912,32,45.40192926045016,54.59807073954984,46.17363344051447,0.12861736334405144,0.06430868167202572,1.0289389067524115,6.945337620578779,58.64951768488746,2.057877813504823,33.6,2.5,621,384,129,255,49,206,237,206,31,214,211,44,577,3.18,621,140,481,61.83574879227053,38.164251207729464,20.77294685990338,41.06280193236715,33.17230273752013,4.99194847020934,34.46054750402576,33.97745571658615,22.544283413848632,77.45571658615137,454,0,29.515418502202646,62.33480176211453,0,5.066079295154185,440,52.3,1248,52.32371794871795,30.849358974358974,4.647435897435898,10.576923076923077,1.6025641025641024,22146,615,5.853658536585367,41607,15370,455,0,5.274725274725275,31.208791208791208,25.274725274725274,0,4.175824175824175,2.6373626373626373,28.79120879120879,0,2.6373626373626373,1248,1248,67.2275641025641,75.24038461538461,3.9,1953,731,87300,615,41,574,17.2357723577236,0,5.04065040650407,73.4959349593496,0,0,0,4.22764227642276,0,100,0,17.0731707317073,82.9268292682927,55.4006968641115,44.5993031358885
G3600050004800,2010,New York,36,Bronx County,005,004800,Census Tract 48,1389,1327,62,3883,1919,1964,988,81,59,10,290,2989,69,49.42055112026784,50.57944887973217,25.444244141127992,1.5194437290754572,0.25753283543651817,2.086015967035797,7.468452227659027,76.97656451197528,1.7769765645119753,29.4,2.92,1327,898,368,530,127,403,429,367,62,593,587,98,1229,3.5,1327,106,1221,67.67143933685004,32.328560663149965,27.731725697061037,39.939713639789,27.65636774679729,4.672192916352675,44.68726450640543,44.23511680482291,7.987942727957799,92.0120572720422,1307,2.601377199693956,7.03902065799541,78.19433817903597,0,5.279265493496557,1217,61.55628594905505,2261,41.08801415302963,35.78062804068996,14.639540026536931,6.722689075630252,1.7691287041132244,25168,1279,18.686473807662235,21908,11159,1307,0,24.407039020657994,21.117061973986228,1.8362662586074983,2.601377199693956,2.448355011476664,4.743687834736036,24.789594491201225,10.099464422341239,1.9127773527161436,2261,2261,36.48827952233525,76.02830605926582,3.3,1939,924,230600,1279,71,1208,16.1845191555903,0,2.11102423768569,77.7951524628616,1.7982799061767,0,0,1.17279124315872,0.938232994526974,99.438202247191,0.561797752808989,61.9718309859155,38.0281690140845,76.9867549668874,23.0132450331126
G3600050005001,2010,New York,36,Bronx County,005,005001,Census Tract 50.01,1581,1487,94,4767,2264,2503,1671,54,43,14,264,3306,55,47.49318229494441,52.50681770505559,35.053492762743865,0.9020348227396686,0.2936857562408223,1.1327879169288861,5.538074260541221,69.35179358086847,1.1537654709460876,28,3.11,1487,1110,368,742,137,605,377,317,60,730,725,138,1349,3.5,1487,162,1325,74.6469401479489,25.353059852051107,24.747814391392065,49.89912575655683,21.318090114324143,4.034969737726967,49.09213180901143,48.75588433086752,10.894418291862811,89.1055817081372,1862,3.4908700322234156,15.037593984962406,79.37701396348012,0,2.0945220193340495,1862,56.724489795918366,2844,41.70182841068917,30.625879043600563,10.337552742616033,15.049226441631506,2.2855133614627285,28933,1580,12.784810126582277,40345,14043,1916,0,16.336116910229645,12.160751565762004,15.031315240083506,0,5.6889352818371615,4.4885177453027145,26.513569937369518,10.281837160751566,1.3048016701461378,2844,2844,31.680731364275665,63.748241912798875,3.6,1939,1013,380400,1580,212,1368,22.0886075949367,0.886075949367089,1.83544303797468,75.1898734177215,0,0,0,0,0,100,0,8.9622641509434,91.0377358490566,84.1374269005848,15.8625730994152
G3600050005002,2010,New York,36,Bronx County,005,005002,Census Tract 50.02,1987,1783,204,5823,2988,2835,1345,74,92,10,352,4617,60,51.31375579598145,48.68624420401855,23.09805941954319,1.5799416108535118,0.17173278378842521,1.2708226000343466,6.044993989352567,79.28902627511592,1.0303967027305512,29.3,3.14,1783,1248,514,734,223,511,535,406,129,820,807,139,1644,3.55,1783,91,1692,69.99439147504206,30.00560852495794,28.827818283791363,41.1665731912507,22.770611329220415,7.23499719573752,45.98990465507571,45.26079641054403,5.103757711721817,94.89624228827819,2119,10.19348749410099,8.069844266163283,72.7701746106654,0,8.966493629070316,2119,50.26521944313355,2893,47.52851711026616,26.097476667818874,13.480815762184584,11.303145523677843,1.5900449360525406,26439,1638,12.27106227106227,26269,11967,2212,0,25.22603978300181,21.699819168173597,4.204339963833634,0.7233273056057866,2.0795660036166366,2.0795660036166366,17.90235081374322,19.303797468354432,0,2893,2893,38.19564465952298,86.13895610093329,3.3,1939,878,NA,1638,41,1597,18.3760683760684,0.671550671550672,3.72405372405372,74.7863247863248,0,0,0,0,2.44200244200244,100,0,31.7073170731707,68.2926829268293,82.6549780839073,17.3450219160927
G3600050005100,2010,New York,36,Bronx County,005,005100,Census Tract 51,1991,1960,31,5810,2419,3391,2607,96,12,2,305,3695,49,41.63511187607573,58.36488812392426,44.87091222030981,0.2065404475043029,0.034423407917383825,1.6523235800344231,5.249569707401033,63.59724612736662,0.8433734939759037,28.5,2.94,1960,1472,330,1142,117,1025,488,447,41,902,899,223,1737,3.44,1960,24,1936,75.10204081632654,24.897959183673468,16.83673469387755,58.265306122448976,22.80612244897959,2.0918367346938775,46.02040816326531,45.86734693877551,1.2244897959183674,98.77551020408163,1662,0,8.604091456077017,85.25872442839952,0,3.6101083032490973,1635,47.737614678899085,3352,44.68973747016706,31.801909307875896,10.143198090692124,10.29236276849642,3.0727923627684963,16283,1930,8.031088082901555,22118,10059,1742,0,8.036739380022963,24.856486796785305,6.831228473019518,2.9276693455797935,2.812858783008037,8.381171067738231,36.28013777267508,5.223880597014925,0.975889781859931,3352,3352,52.9236276849642,56.085918854415276,4.1,1954,463,NA,1930,10,1920,30.8290155440415,0,8.70466321243523,57.2020725388601,0,0,0,0.466321243523316,2.7979274611399,98.8153998025666,1.18460019743337,0,100,90.8333333333333,9.16666666666667
G3600050005200,2010,New York,36,Bronx County,005,005200,Census Tract 52,797,775,22,2031,919,1112,737,20,14,0,164,1348,34,45.24864598719843,54.75135401280158,36.287543082225504,0.6893156080748399,0,0.9847365829640572,8.074839980305267,66.37124569177745,1.674052191038897,32,2.62,775,507,175,332,50,282,268,224,44,341,338,66,709,3.19,775,62,713,65.41935483870968,34.58064516129033,22.58064516129032,42.83870967741936,28.903225806451616,5.67741935483871,44,43.612903225806456,8,92,640,2.5,27.187499999999996,69.53125,0,0,635,45.91023622047244,1185,40.42194092827005,30.886075949367086,15.274261603375528,10.21097046413502,3.2067510548523206,33750,676,7.2485207100591715,35673,15355,657,0.76103500761035,19.7869101978691,5.6316590563165905,11.11111111111111,1.97869101978691,5.47945205479452,10.350076103500761,20.54794520547945,13.08980213089802,0,1185,1185,34.767932489451475,75.0210970464135,3.1,1939,781,214600,676,31,645,22.0414201183432,0,4.43786982248521,71.7455621301775,0,0,0,0,1.77514792899408,100,0,100,0,63.1007751937985,36.8992248062016
G3600050005300,2010,New York,36,Bronx County,005,005300,Census Tract 53,1909,1656,253,4669,2049,2620,2947,98,17,0,191,2027,40,43.885200257014354,56.11479974298565,63.1184407796102,0.36410366245448705,0,2.0989505247376314,4.090811736988648,43.41400728207325,0.8567144998929107,26.4,2.82,1656,1172,272,900,106,794,484,436,48,845,842,122,1534,3.37,1656,17,1639,70.77294685990339,29.227053140096622,16.425120772946862,54.347826086956516,26.32850241545894,2.898550724637681,51.02657004830918,50.84541062801933,1.0265700483091789,98.97342995169082,1041,3.554274735830932,21.32564841498559,74.25552353506244,0,0,1032,52.09496124031008,2107,34.171808258187,27.432368296155673,15.187470336971998,20.028476506881823,3.179876601803512,14821,1636,20.537897310513447,22576,12517,1180,0,2.9661016949152543,17.28813559322034,13.813559322033896,0,2.711864406779661,9.745762711864407,28.559322033898304,9.745762711864407,11.016949152542372,2107,2107,42.524916943521596,43.71143806359753,3.7,1974,813,NA,1636,0,1636,26.3447432762836,0,33.1907090464548,39.4865525672372,0,0,0,0.672371638141809,0.305623471882641,100,0,NA,NA,79.278728606357,20.721271393643
G3600050005400,2010,New York,36,Bronx County,005,005400,Census Tract 54,1931,1760,171,5853,3006,2847,1837,92,151,8,366,3810,90,51.358277806253206,48.641722193746794,31.38561421493251,2.579873569109858,0.13668204339654877,1.571843499060311,6.253203485392107,65.09482316760635,1.537672988211174,30.2,3.32,1760,1283,587,696,182,514,477,355,122,812,804,186,1574,3.74,1760,279,1481,72.89772727272728,27.102272727272727,33.35227272727273,39.54545454545455,20.170454545454543,6.931818181818182,46.13636363636363,45.68181818181819,15.852272727272727,84.14772727272727,2752,1.2354651162790697,24.273255813953487,60.68313953488372,0,5.0145348837209305,2515,52.007554671968194,3691,44.51368192901653,31.590354917366568,12.59821186670279,9.184502844757517,2.113248442156597,33672,1779,7.700955593029792,35385,14249,2779,0.3238575026988125,18.675782655631522,20.115149334292912,6.261245052177042,1.29543001079525,5.577545879812882,4.246131702051097,17.020510975170925,16.264843468873696,2.2310183519251527,3691,3691,32.59279328095367,78.05472771606611,4.2,1939,985,446400,1779,424,1355,26.0820685778527,2.36087689713322,3.54131534569983,66.8915120854413,0,0,0,1.12422709387296,0,97.3446893787575,2.65531062124249,25.2358490566038,74.7641509433962,67.2324723247232,32.7675276752768
G3600050005600,2010,New York,36,Bronx County,005,005600,Census Tract 56,1022,942,80,2711,1304,1407,838,32,69,4,161,1830,41,48.100331980818886,51.899668019181114,30.911102914053856,2.5451862781261525,0.14754703061600885,1.1803762449280708,5.938767982294356,67.50276650682406,1.5123570638140909,32.3,2.88,942,601,243,358,87,271,341,290,51,356,356,83,859,3.6,942,120,822,63.8004246284501,36.19957537154989,25.796178343949045,38.004246284501065,30.78556263269639,5.414012738853503,37.79193205944799,37.79193205944799,12.738853503184714,87.26114649681529,1035,2.0289855072463765,35.36231884057971,52.7536231884058,0,5.507246376811594,1022,47.53033268101761,1757,48.377916903813315,25.668753557199775,10.41548093340922,11.72453044963005,3.8133181559476377,30402,943,6.468716861081654,42093,27445,1086,0,10.313075506445673,11.694290976058932,10.128913443830571,1.1049723756906076,6.353591160220995,12.70718232044199,29.2817679558011,7.642725598526703,1.3812154696132597,1757,1757,38.24701195219124,73.2498577120091,3.5,1939,863,460700,943,178,765,33.0858960763521,0,2.22693531283139,62.7783669141039,0,0,0,1.90880169671262,0,96.5271593944791,3.47284060552093,22.4719101123595,77.5280898876404,70.4575163398693,29.5424836601307
